Num,Horse Name,Age,Gender,Handicap Rating,Career Runs,Career Wins,Career Strike Rate,Career ROI,Career Placings,Career Place Strike Rate,Dry Track Runs,Dry Track Wins,Dry Track Strike Rate,Dry Track ROI,Wet Track Runs,Wet Track Wins,Wet Track Strike Rate,Wet Track ROI,Average Prize Money,Career Prize Money,Best Fixed Odds,BetEasy Odds,Weight,Weight Carried,Barrier,Prize Money,This Track Runs,This Track Wins,This Track Strike Rate,This Track ROI,This Track Places,This Track Place Strike Rate,This Distance Runs,This Distance Wins,This Distance Strike Rate,This Distance ROI,This Distance Places,This Distance Place Strike Rate,This Track Distance Runs,This Track Distance Wins,This Track Distance Strike Rate,This Track Distance ROI,This Track Distance Places,This Track Distance Place Strike Rate,This Condition Runs,This Condition Wins,This Condition Strike Rate,This Condition ROI,This Condition Places,This Condition Place Strike Rate,Jockey,Apprentice,Jockey Weight Claim,Jockey Last 100 Horse Earnings,Jockey Last 100 Avg Horse Earnings,Jockey Last 100 Starts,Jockey Last 100 Wins,Jockey Last 100 Strike Rate,Jockey Last 100 ROI,Jockey Last 100 Places,Jockey Last 100 Place Strike Rate,Jockey 12 Month Horse Earnings,Jockey 12 Month Avg Horse Earnings,Jockey 12 Months Starts,Jockey 12 Months Wins,Jockey 12 Months Strike Rate,Jockey 12 Months ROI,Jockey 12 Months Places,Jockey 12 Months Place Strike Rate,Jockey This Season Horse Earnings,Jockey This Season Avg Horse Earnings,Jockey This Season Starts,Jockey This Season Wins,Jockey This Season Strike Rate,Jockey This Season ROI,Jockey This Season Places,Jockey This Season Place Strike Rate,Jockey Last Season Horse Earnings,Jockey Last Season Avg Horse Earnings,Jockey Last Season Starts,Jockey Last Season Wins,Jockey Last Season Strike Rate,Jockey Last Season ROI,Jockey Last Season Places,Jockey Last Season Place Strike Rate,Trainer,Trainer Last 100 Horse Earnings,Trainer Last 100 Avg Horse Earnings,Trainer Last 100 Starts,Trainer Last 100 Wins,Trainer Last 100 Strike Rate,Trainer Last 100 ROI,Trainer Last 100 Places,Trainer Last 100 Place Strike Rate,Trainer 12 Month Horse Earnings,Trainer 12 Month Avg Horse Earnings,Trainer 12 Months Starts,Trainer 12 Months Wins,Trainer 12 Months Strike Rate,Trainer 12 Months ROI,Trainer 12 Months Places,Trainer 12 Months Place Strike Rate,Trainer This Season Horse Earnings,Trainer This Season Avg Horse Earnings,Trainer This Season Starts,Trainer This Season Wins,Trainer This Season Strike Rate,Trainer This Season ROI,Trainer This Season Places,Trainer This Season Place Strike Rate,Trainer Last Season Horse Earnings,Trainer Last Season Avg Horse Earnings,Trainer Last Season Starts,Trainer Last Season Wins,Trainer Last Season Strike Rate,Trainer Last Season ROI,Trainer Last Season Places,Trainer Last Season Place Strike Rate,Last Start Finish Position,Last Start Margin,Last Start Distance,Last Start Distance Change,Last Start Prize Money,Form Guide Url,Horse Profile Url,Jockey Profile Url,Trainer Profile Url,FinishResult
6,Floreat Pica,4,G,58,16,1,6.25,-59,6,37.5,10,1,10,-35,5,0,0,-100,3481,55695,3.9,,60,60,4,22000,2,1,50,225,1,50,4,1,25,63,1,25,1,1,100,550,1,100,10,1,10,-35,2,20,Ben Allen,No,,477285,4773,100,8,8,-37,30,30,2081821,3778,551,53,9.62,-42,166,30.13,1194305,4048,295,26,8.81,-39,88,29.83,1912196,4026,475,47,9.89,-39,139,29.26,Gavin Bedggood,408578,4086,100,12,12,14,26,26,299308,3741,80,8,10,-20,19,23.75,188955,5726,33,2,6.06,-41,8,24.24,219063,3319,66,10,15.15,43,18,27.27,4,3.85,1300m,-100,990,https://www.punters.com.au/form-guide/cranbourne_188129/mercedes-benz-mornington-bm58-handicap_1087285/,https://www.punters.com.au/horses/floreat-pica_677239/,https://www.punters.com.au/jockeys/ben-allen_9146/,https://www.punters.com.au/trainers/gavin-bedggood_14458/,7
7,Big Darryl,6,G,57,13,1,7.69,-62,5,38.46,8,1,12.5,-37,5,0,0,-100,2775,36070,11.2,,59.5,59.5,2,22000,1,0,0,-100,1,100,4,0,0,-100,2,50,1,0,0,-100,1,100,8,1,12.5,-37,3,37.5,Arron Lynch,No,,298730,2987,100,10,10,-38,34,34,1195950,2190,546,32,5.86,-36,119,21.79,563970,2673,211,17,8.06,-30,53,25.12,839570,1833,458,23,5.02,-41,95,20.74,Andrew Homann,263489,2635,100,10,10,-25,31,31,184045,6573,28,7,25,97,14,50,184045,6573,28,7,25,97,14,50,0,0,0,0,0,0,0,0,12,9.95,1525m,125,,https://www.punters.com.au/form-guide/cranbourne_188129/mercedes-benz-mornington-bm58-handicap_1087285/,https://www.punters.com.au/horses/big-darryl_730802/,https://www.punters.com.au/jockeys/arron-lynch_1973/,https://www.punters.com.au/trainers/andrew-homann_2150/,1
9,Mach One,4,G,55,9,1,11.11,133,1,11.11,3,0,0,-100,5,1,20,320,2639,23755,15,,58.5,58.5,6,22000,0,0,0,0,0,0,3,1,33.33,600,1,33.33,0,0,0,0,0,0,3,0,0,-100,0,0,Daniel Moor,No,,431415,4314,100,13,13,198,30,30,2023343,3507,577,54,9.36,128,163,28.25,1135405,4384,259,31,11.97,65,82,31.66,1567332,3293,476,30,6.3,138,114,23.95,Trent Busuttin & Natalie Young,628160,6282,100,7,7,-38,26,26,6944198,8605,807,95,11.77,-17,246,30.48,2435897,7733,315,33,10.48,-28,87,27.62,6914923,9208,751,100,13.32,-1,258,34.35,9,8.3,1600m,200,500,https://www.punters.com.au/form-guide/cranbourne_188129/mercedes-benz-mornington-bm58-handicap_1087285/,https://www.punters.com.au/horses/mach-one_719692/,https://www.punters.com.au/jockeys/daniel-moor_405/,https://www.punters.com.au/trainers/trent-busuttin-and-natalie-young_5548/,2
11,Curious Heart,5,M,58,18,2,11.11,-32,7,38.89,9,1,11.11,-53,9,1,11.11,-11,4274,76940,4.5,,58,58,5,22000,2,1,50,300,1,50,2,1,50,300,1,50,1,1,100,700,1,100,9,1,11.11,-53,4,44.44,Brian Park,No,,259777,2598,100,9,9,-27,31,31,620607,2834,219,21,9.59,-32,71,32.42,218290,3164,69,9,13.04,-4,27,39.13,690032,2974,232,14,6.03,-49,67,28.88,Doug Harrison,246723,2467,100,4,4,-87,26,26,222553,2419,92,3,3.26,-88,26,28.26,44155,1635,27,0,0,-100,9,33.33,295453,3015,98,7,7.14,-77,28,28.57,2,0.4,1200m,-200,3740,https://www.punters.com.au/form-guide/cranbourne_188129/mercedes-benz-mornington-bm58-handicap_1087285/,https://www.punters.com.au/horses/curious-heart_631031/,https://www.punters.com.au/jockeys/brian-park_201/,https://www.punters.com.au/trainers/doug-harrison_959/,3
12,Testa Boom,5,G,54,31,3,9.68,34,9,29.03,23,3,13.04,80,4,0,0,-100,2118,65655,53,,58,56.5,9,22000,3,0,0,-100,0,0,13,2,15.38,112,5,38.46,0,0,0,0,0,0,23,3,13.04,80,7,30.43,Laura Lafferty,Yes,1.5,350140,3501,100,16,16,5,39,39,1364841,2509,544,53,9.74,-33,149,27.39,558835,2767,202,23,11.39,-22,59,29.21,915271,2317,395,37,9.37,-33,105,26.58,Corey McIver,107530,1605,67,6,8.96,70,17,25.37,30180,1588,19,1,5.26,11,4,21.05,12850,988,13,0,0,-100,2,15.38,39530,1647,24,2,8.33,46,6,25,9,5.35,1500m,100,550,https://www.punters.com.au/form-guide/cranbourne_188129/mercedes-benz-mornington-bm58-handicap_1087285/,https://www.punters.com.au/horses/testa-boom_631320/,https://www.punters.com.au/jockeys/laura-lafferty_16646/,https://www.punters.com.au/trainers/corey-mciver_13768/,9
14,Hawkestone,7,G,49,38,1,2.63,61,10,26.32,17,0,0,-100,20,1,5,205,1885,71615,41,,56,56,1,22000,9,1,11.11,578,2,22.22,3,0,0,-100,0,0,0,0,0,0,0,0,17,0,0,-100,2,11.76,Lewis German,Yes,,198970,1990,100,3,3,-74,19,19,1951718,4032,484,34,7.02,-5,107,22.11,603325,2681,225,16,7.11,32,46,20.44,1869078,5107,366,32,8.74,-38,105,28.69,Neville Aulich,98865,1354,73,2,2.74,3,16,21.92,16420,1026,16,0,0,-100,2,12.5,3710,618,6,0,0,-100,0,0,13370,1114,12,0,0,-100,2,16.67,7,3.65,1450m,50,550,https://www.punters.com.au/form-guide/cranbourne_188129/mercedes-benz-mornington-bm58-handicap_1087285/,https://www.punters.com.au/horses/hawkestone_599279/,https://www.punters.com.au/jockeys/lewis-german_14499/,https://www.punters.com.au/trainers/neville-aulich_3376/,5
1,Iknewshewasmine,5,M,71,22,5,22.73,-29,11,50,12,3,25,-20,9,2,22.22,-34,6200,136390,7,,61.5,60,7,22000,1,1,100,115,1,100,1,0,0,-100,0,0,0,0,0,0,0,0,12,3,25,-20,7,58.33,Matthew Cartwright,Yes,1.5,395820,3958,100,11,11,21,37,37,2024093,3532,573,73,12.74,-6,211,36.82,784680,3633,216,24,11.11,2,79,36.57,1326068,3409,389,53,13.62,-12,143,36.76,Jerome Hunter,577244,5772,100,16,16,-19,41,41,698584,5680,123,22,17.89,-20,54,43.9,354325,5624,63,9,14.29,-22,27,42.86,397949,5685,70,15,21.43,-20,32,45.71,4,3.25,1300m,0,2500,https://www.punters.com.au/form-guide/cranbourne_188129/de-bortoli-wines-bm64-handicap_1087286/,https://www.punters.com.au/horses/iknewshewasmine_670387/,https://www.punters.com.au/jockeys/matthew-cartwright_16762/,https://www.punters.com.au/trainers/jerome-hunter_373/,2
2,El Guerrouj,4,G,63,11,2,18.18,-34,5,45.45,7,2,28.57,4,4,0,0,-100,4254,46795,16,,59.5,59.5,5,22000,0,0,0,0,0,0,1,0,0,-100,1,100,0,0,0,0,0,0,7,2,28.57,4,4,57.14,Daniel Moor,No,,431415,4314,100,13,13,198,30,30,2023343,3507,577,54,9.36,128,163,28.25,1135405,4384,259,31,11.97,65,82,31.66,1567332,3293,476,30,6.3,138,114,23.95,Trent Busuttin & Natalie Young,628160,6282,100,7,7,-38,26,26,6944198,8605,807,95,11.77,-17,246,30.48,2435897,7733,315,33,10.48,-28,87,27.62,6914923,9208,751,100,13.32,-1,258,34.35,9,12.75,1600m,300,630,https://www.punters.com.au/form-guide/cranbourne_188129/de-bortoli-wines-bm64-handicap_1087286/,https://www.punters.com.au/horses/el-guerrouj_715546/,https://www.punters.com.au/jockeys/daniel-moor_405/,https://www.punters.com.au/trainers/trent-busuttin-and-natalie-young_5548/,3
4,He's A Balter,4,G,62,12,2,16.67,-55,5,41.67,5,1,20,-61,6,1,16.67,-42,5026,60310,4.8,,59,59,8,22000,2,0,0,-100,1,50,1,0,0,-100,1,100,0,0,0,0,0,0,5,1,20,-61,2,40,Zac Spain,No,,400465,4005,100,8,8,-72,26,26,2754536,4161,662,66,9.97,-11,201,30.36,1114625,3791,294,31,10.54,-4,92,31.29,2483696,4078,609,54,8.87,-32,187,30.71,Peter Gelagotis,481390,4814,100,12,12,3,31,31,1279726,4603,278,31,11.15,-13,84,30.22,546870,4596,119,14,11.76,-6,34,28.57,1155936,4429,261,27,10.34,-34,82,31.42,2,0.75,1200m,-100,6300,https://www.punters.com.au/form-guide/cranbourne_188129/de-bortoli-wines-bm64-handicap_1087286/,https://www.punters.com.au/horses/hes-a-balter_705215/,https://www.punters.com.au/jockeys/zac-spain_7939/,https://www.punters.com.au/trainers/peter-gelagotis_1553/,4
5,Maazle,6,G,62,9,2,22.22,-6,5,55.56,8,2,25,6,1,0,0,-100,4536,40820,6.5,,59,59,10,22000,1,1,100,450,1,100,0,0,0,0,0,0,0,0,0,0,0,0,8,2,25,6,4,50,Arron Lynch,No,,298730,2987,100,10,10,-38,34,34,1195950,2190,546,32,5.86,-36,119,21.79,563970,2673,211,17,8.06,-30,53,25.12,839570,1833,458,23,5.02,-41,95,20.74,Andrew Homann,263489,2635,100,10,10,-25,31,31,184045,6573,28,7,25,97,14,50,184045,6573,28,7,25,97,14,50,0,0,0,0,0,0,0,0,1,0,1400m,100,19250,https://www.punters.com.au/form-guide/cranbourne_188129/de-bortoli-wines-bm64-handicap_1087286/,https://www.punters.com.au/horses/maazle_594357/,https://www.punters.com.au/jockeys/arron-lynch_1973/,https://www.punters.com.au/trainers/andrew-homann_2150/,8
6,Spring Bouquet,5,M,65,11,2,18.18,338,4,36.36,3,0,0,-100,8,2,25,503,3218,35393,26,,58.5,58.5,12,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-100,1,33.33,Tahlia Hope,Yes,,240885,2409,100,7,7,-38,19,19,460219,2707,170,11,6.47,-46,32,18.82,234485,2468,95,7,7.37,-35,18,18.95,225734,3010,75,4,5.33,-59,14,18.67,Patrick Payne,613150,6132,100,10,10,-36,27,27,5107924,7944,643,102,15.86,-15,260,40.44,1131875,6021,188,18,9.57,-40,63,33.51,5608697,9210,609,121,19.87,-6,279,45.81,7,5.95,1600m,300,700,https://www.punters.com.au/form-guide/cranbourne_188129/de-bortoli-wines-bm64-handicap_1087286/,https://www.punters.com.au/horses/spring-bouquet_669002/,https://www.punters.com.au/jockeys/tahlia-hope_9600/,https://www.punters.com.au/trainers/patrick-payne_3419/,12
7,Torbreck,3,G,63,7,1,14.29,-40,3,42.86,6,1,16.67,-30,1,0,0,-100,6764,47350,4.6,,58,58,2,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,16.67,-30,3,50,Michael Walker,No,,1659385,16594,100,16,16,8,29,29,5115728,12094,423,64,15.13,-9,149,35.22,2020390,12707,159,24,15.09,-1,53,33.33,5742808,13838,415,54,13.01,-23,144,34.7,Tom Dabernig & Ben Hayes,575015,5750,100,14,14,-17,38,38,5609023,9443,594,66,11.11,-36,198,33.33,5415825,10161,533,62,11.63,-32,186,34.9,224702,3405,66,4,6.06,-68,12,18.18,3,1.85,1400m,100,6000,https://www.punters.com.au/form-guide/cranbourne_188129/de-bortoli-wines-bm64-handicap_1087286/,https://www.punters.com.au/horses/torbreck_750808/,https://www.punters.com.au/jockeys/michael-walker_2052/,https://www.punters.com.au/trainers/tom-dabernig-and-ben-hayes_1829/,5
8,True Scotsman,3,G,63,1,1,100,2500,1,100,1,1,100,2500,0,0,0,0,19250,19250,15.2,,58,58,3,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,2500,1,100,Ethan Brown,No,,354510,3545,100,11,11,-53,30,30,1747049,4240,412,54,13.11,-29,147,35.68,565800,3514,161,18,11.18,-34,52,32.3,1778099,4326,411,55,13.38,-27,146,35.52,Allan & Jason Williams,432614,4326,100,10,10,34,28,28,119199,5183,23,4,17.39,115,9,39.13,48560,6070,8,2,25,260,3,37.5,85824,3731,23,2,8.7,-10,6,26.09,1,0,1214m,-86,19250,https://www.punters.com.au/form-guide/cranbourne_188129/de-bortoli-wines-bm64-handicap_1087286/,https://www.punters.com.au/horses/true-scotsman_784854/,https://www.punters.com.au/jockeys/ethan-brown_11549/,https://www.punters.com.au/trainers/allan-and-jason-williams_887/,6
9,Uptown Lilly,6,M,64,33,6,18.18,-20,13,39.39,22,5,22.73,5,10,1,10,-66,4855,160230,23.5,,58,58,11,22000,1,0,0,-100,0,0,9,3,33.33,98,4,44.44,1,0,0,-100,0,0,22,5,22.73,5,11,50,Jamie Mott,No,,577375,5774,100,10,10,-61,32,32,2248766,4705,478,55,11.51,-26,158,33.05,1384330,4741,292,32,10.96,-39,99,33.9,2271416,5721,397,56,14.11,4,141,35.52,George Osborne,324185,3242,100,12,12,69,29,29,1018146,2752,370,42,11.35,0,112,30.27,361715,2894,125,12,9.6,35,33,26.4,1070561,2949,363,44,12.12,-16,119,32.78,2,0.75,1430m,130,4250,https://www.punters.com.au/form-guide/cranbourne_188129/de-bortoli-wines-bm64-handicap_1087286/,https://www.punters.com.au/horses/uptown-lilly_601125/,https://www.punters.com.au/jockeys/jamie-mott_681/,https://www.punters.com.au/trainers/george-osborne_158/,9
10,Mrs Sippy,5,M,63,17,3,17.65,13,6,35.29,16,3,18.75,20,1,0,0,-100,4060,69020,61,,57.5,57.5,6,22000,1,1,100,320,1,100,1,0,0,-100,0,0,0,0,0,0,0,0,16,3,18.75,20,6,37.5,Beau Mertens,No,,228525,2285,100,7,7,-62,24,24,2218950,4251,522,52,9.96,11,159,30.46,398935,2933,136,14,10.29,24,39,28.68,2372912,4127,575,46,8,-16,166,28.87,Jason Warren & Dean Krongold,710495,7105,100,9,9,-38,37,37,1686451,4888,345,34,9.86,-17,121,35.07,894625,7157,125,13,10.4,3,47,37.6,1436931,4264,337,37,10.98,-7,112,33.23,10,11.2,1618m,318,550,https://www.punters.com.au/form-guide/cranbourne_188129/de-bortoli-wines-bm64-handicap_1087286/,https://www.punters.com.au/horses/mrs-sippy_653936/,https://www.punters.com.au/jockeys/beau-mertens_8066/,https://www.punters.com.au/trainers/jason-warren-and-dean-krongold_1990/,1
11,Wynsome Maid,4,M,63,15,3,20,67,4,26.67,10,2,20,65,3,1,33.33,183,3175,47620,34,,57.5,57.5,9,22000,1,0,0,-100,0,0,3,1,33.33,183,2,66.67,0,0,0,0,0,0,10,2,20,65,3,30,Teodore Nugent,Yes,,388855,3889,100,8,8,-50,31,31,3062030,4646,659,67,10.17,16,202,30.65,1060085,4436,239,31,12.97,41,83,34.73,3107023,4870,638,61,9.56,-4,187,29.31,Ken & Kasey Keys,329802,3298,100,8,8,-34,27,27,604927,4230,143,12,8.39,-2,41,28.67,202305,3967,51,5,9.8,-26,16,31.37,1345037,8849,152,15,9.87,-3,44,28.95,6,3.7,1600m,300,700,https://www.punters.com.au/form-guide/cranbourne_188129/de-bortoli-wines-bm64-handicap_1087286/,https://www.punters.com.au/horses/wynsome-maid_725314/,https://www.punters.com.au/jockeys/teodore-nugent_14307/,https://www.punters.com.au/trainers/ken-and-kasey-keys_873/,11
12,Jennevee,5,M,62,17,2,11.76,-2,6,35.29,12,2,16.67,38,5,0,0,-100,3431,58320,21,,57,57,1,22000,1,0,0,-100,0,0,1,0,0,-100,0,0,0,0,0,0,0,0,12,2,16.67,38,4,33.33,Brian Park,No,,259777,2598,100,9,9,-27,31,31,620607,2834,219,21,9.59,-32,71,32.42,218290,3164,69,9,13.04,-4,27,39.13,690032,2974,232,14,6.03,-49,67,28.88,Patrick Keane,185007,1850,100,4,4,-76,17,17,163067,2013,81,3,3.7,-74,14,17.28,69465,2672,26,2,7.69,-40,7,26.92,115392,1625,71,2,2.82,-88,10,14.08,1,0,1406m,106,19250,https://www.punters.com.au/form-guide/cranbourne_188129/de-bortoli-wines-bm64-handicap_1087286/,https://www.punters.com.au/horses/jennevee_634652/,https://www.punters.com.au/jockeys/brian-park_201/,https://www.punters.com.au/trainers/patrick-keane_14590/,7
15,My Little Oliver,7,G,60,19,2,10.53,22,7,36.84,10,1,10,-77,9,1,11.11,133,3732,70915,19,,58,56.5,4,22000,3,2,66.67,675,2,66.67,3,1,33.33,600,1,33.33,1,1,100,2000,1,100,10,1,10,-77,2,20,Laura Lafferty,Yes,1.5,350140,3501,100,16,16,5,39,39,1364841,2509,544,53,9.74,-33,149,27.39,558835,2767,202,23,11.39,-22,59,29.21,915271,2317,395,37,9.37,-33,105,26.58,David Noonan,164273,1643,100,3,3,-58,29,29,112539,2010,56,2,3.57,-63,19,33.93,68800,3440,20,1,5,-15,9,45,46869,1065,44,1,2.27,-91,12,27.27,7,7.15,1200m,-100,700,https://www.punters.com.au/form-guide/cranbourne_188129/de-bortoli-wines-bm64-handicap_1087286/,https://www.punters.com.au/horses/my-little-oliver_585184/,https://www.punters.com.au/jockeys/laura-lafferty_16646/,https://www.punters.com.au/trainers/david-noonan_958/,10
1,Joy Maisha,5,f,0,9,2,22.22,-33,3,33.33,5,1,20,-55,1,0,0,-100,1156,10404,18,,128,128,1,70008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,20,-55,1,20,A Mgudlwa,No,,35182,352,100,4,4,-51,21,21,87940,337,261,9,3.45,-61,50,19.16,22904,332,69,4,5.8,-29,14,20.29,87197,353,247,6,2.43,-77,48,19.43,Gareth (jnr),78343,783,100,13,13,24,27,27,220165,961,229,30,13.1,17,69,30.13,77162,787,98,13,13.27,26,26,26.53,218486,914,239,31,12.97,-21,72,30.13,7,10.25,1600m,-314,,https://www.punters.com.au/form-guide/scottsville_188202/track-and-ball-gaming-fm-84-handicap-f-and-m_1087874/,https://www.punters.com.au/horses/joy-maisha_724313/,https://www.punters.com.au/jockeys/a-mgudlwa_12024/,https://www.punters.com.au/trainers/gareth-jnr_14441/,
2,Aquae Sulis,5,f,0,9,1,11.11,189,3,33.33,6,1,16.67,333,2,0,0,-100,527,4744,18,,119,119,2,70008,4,0,0,-100,1,25,0,0,0,0,0,0,0,0,0,0,0,0,6,1,16.67,333,2,33.33,Ashton Arries,No,,53248,532,100,10,10,-5,29,29,126639,469,270,19,7.04,20,64,23.7,70687,453,156,13,8.33,13,41,26.28,81979,503,163,10,6.14,16,38,23.31,Michael Miller,41176,412,100,8,8,-6,24,24,156392,397,394,21,5.33,-44,80,20.3,53337,376,142,10,7.04,3,32,22.54,143274,416,344,15,4.36,-60,67,19.48,11,6.5,1700m,-214,,https://www.punters.com.au/form-guide/scottsville_188202/track-and-ball-gaming-fm-84-handicap-f-and-m_1087874/,https://www.punters.com.au/horses/aquae-sulis_734230/,https://www.punters.com.au/jockeys/ashton-arries_13212/,https://www.punters.com.au/trainers/michael-miller_2682/,
3,Arrabiata,5,f,0,13,2,15.38,-55,6,46.15,3,1,33.33,0,1,0,0,-100,1040,13518,7,,122,122,3,70008,2,0,0,-100,1,50,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.33,0,2,66.67,K De Melo,No,,82693,827,100,19,19,40,48,48,667651,855,781,119,15.24,24,283,36.24,223771,684,327,51,15.6,37,125,38.23,730808,997,733,103,14.05,-12,279,38.06,Dean Kannemeyer,68015,680,100,16,16,33,42,42,312709,759,412,57,13.84,-3,148,35.92,118813,625,190,27,14.21,-13,70,36.84,328877,908,362,46,12.71,-17,140,38.67,7,6.75,1400m,-514,,https://www.punters.com.au/form-guide/scottsville_188202/track-and-ball-gaming-fm-84-handicap-f-and-m_1087874/,https://www.punters.com.au/horses/arrabiata_713063/,https://www.punters.com.au/jockeys/k-de-melo_8571/,https://www.punters.com.au/trainers/dean-kannemeyer_13433/,
4,Kavian's Cara,4,f,0,6,1,16.67,17,1,16.67,5,1,20,40,0,0,0,0,625,3752,9.5,,118,118,4,70008,3,1,33.33,133,1,33.33,0,0,0,0,0,0,0,0,0,0,0,0,5,1,20,40,1,20,Warren Kennedy,No,,137688,1377,100,14,14,-12,45,45,1378699,1319,1045,168,16.08,2,419,40.1,422972,955,443,58,13.09,-21,161,36.34,1726415,1447,1193,216,18.11,0,511,42.83,Nathan Kotzen,35376,354,100,7,7,-61,25,25,126084,407,310,21,6.77,-57,65,20.97,51606,385,134,9,6.72,-63,30,22.39,130882,485,270,21,7.78,-51,61,22.59,9,10.25,1750m,-164,,https://www.punters.com.au/form-guide/scottsville_188202/track-and-ball-gaming-fm-84-handicap-f-and-m_1087874/,https://www.punters.com.au/horses/kavians-cara_759368/,https://www.punters.com.au/jockeys/warren-kennedy_4158/,https://www.punters.com.au/trainers/nathan-kotzen_14291/,
5,Diamondsandpearls,6,m,0,14,5,35.71,32,10,71.43,4,0,0,-100,1,0,0,-100,1904,26652,3.1,,133,133,5,70008,3,0,0,-100,1,33.33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-100,1,25,Donovan Dillon,No,,54823,548,100,9,9,-19,33,33,305844,668,458,40,8.73,-5,138,30.13,119794,735,163,19,11.66,47,57,34.97,374225,687,545,42,7.71,-45,167,30.64,Shane Humby,82708,827,100,10,10,-46,43,43,106697,882,121,14,11.57,-42,54,44.63,29265,636,46,4,8.7,-38,19,41.3,97860,915,107,12,11.22,-56,51,47.66,3,2,1600m,-314,6997,https://www.punters.com.au/form-guide/scottsville_188202/track-and-ball-gaming-fm-84-handicap-f-and-m_1087874/,https://www.punters.com.au/horses/diamondsandpearls_654160/,https://www.punters.com.au/jockeys/donovan-dillon_8511/,https://www.punters.com.au/trainers/shane-humby_13477/,
6,Skyfire,9,m,0,50,4,8,-37,12,24,22,2,9.09,-41,6,0,0,-100,570,28495,35,,115,115,6,70008,18,2,11.11,-28,5,27.78,9,0,0,-100,3,33.33,5,0,0,-100,2,40,22,2,9.09,-41,6,27.27,Serino Moodley,No,,43640,436,100,7,7,-38,27,27,298357,564,529,47,8.88,-12,136,25.71,92921,462,201,16,7.96,-24,60,29.85,302412,608,497,43,8.65,1,117,23.54,Kumaran Naidoo,43725,437,100,9,9,-12,26,26,144190,367,393,25,6.36,2,82,20.87,73522,418,176,15,8.52,49,45,25.57,136466,436,313,20,6.39,-15,67,21.41,13,10.5,2001m,87,,https://www.punters.com.au/form-guide/scottsville_188202/track-and-ball-gaming-fm-84-handicap-f-and-m_1087874/,https://www.punters.com.au/horses/skyfire_445925/,https://www.punters.com.au/jockeys/serino-moodley_12040/,https://www.punters.com.au/trainers/kumaran-naidoo_13424/,
7,Lady Lu,5,f,0,10,1,10,0,3,30,9,1,11.11,11,0,0,0,0,679,6791,6,,125,125,7,70008,1,0,0,-100,1,100,1,0,0,-100,0,0,0,0,0,0,0,0,9,1,11.11,11,3,33.33,Luke Ferraris,No,,97204,972,100,13,13,-23,47,47,748245,934,801,103,12.86,1,285,35.58,266687,686,389,46,11.83,0,134,34.45,718215,1074,669,85,12.71,-1,232,34.68,Willem Nel,83696,837,100,19,19,-6,46,46,261539,626,418,46,11,-37,142,33.97,120257,584,206,26,12.62,-32,74,35.92,304601,756,403,38,9.43,-44,142,35.24,4,2.5,1900m,-14,,https://www.punters.com.au/form-guide/scottsville_188202/track-and-ball-gaming-fm-84-handicap-f-and-m_1087874/,https://www.punters.com.au/horses/lady-lu_730403/,https://www.punters.com.au/jockeys/luke-ferraris_15006/,https://www.punters.com.au/trainers/willem-nel_13576/,
8,Sheik's Storm,7,m,0,41,3,7.32,-49,16,39.02,15,1,6.67,-57,7,1,14.29,36,775,31787,11,,115,115,8,70008,13,1,7.69,-27,4,30.77,2,0,0,-100,1,50,1,0,0,-100,1,100,15,1,6.67,-57,6,40,M Yeni,No,,100905,1009,100,17,17,15,32,32,505405,780,648,64,9.88,-19,206,31.79,311947,669,466,49,10.52,-20,151,32.4,762225,889,857,83,9.68,-35,289,33.72,Paul Gadsby,29373,294,100,4,4,-58,24,24,80335,377,213,9,4.23,-64,46,21.6,29373,297,99,4,4.04,-58,24,24.24,93451,477,196,9,4.59,-65,41,20.92,8,11.5,1400m,-514,,https://www.punters.com.au/form-guide/scottsville_188202/track-and-ball-gaming-fm-84-handicap-f-and-m_1087874/,https://www.punters.com.au/horses/sheiks-storm_594695/,https://www.punters.com.au/jockeys/m-yeni_8391/,https://www.punters.com.au/trainers/paul-gadsby_13452/,
10,Purple Persuasion,5,f,0,13,2,15.38,85,7,53.85,3,0,0,-100,4,1,25,125,970,12609,3.75,,129,129,10,70008,2,0,0,-100,1,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-100,1,33.33,Lyle Hewitson,No,,94313,943,100,17,17,2,46,46,3548442,3820,929,112,12.06,-21,318,34.23,463053,770,601,88,14.64,-12,240,39.93,4198782,9879,425,24,5.65,-53,87,20.47,Peter Muscutt,31527,985,32,4,12.5,-4,20,62.5,31527,985,32,4,12.5,-4,20,62.5,31527,985,32,4,12.5,-4,20,62.5,0,0,0,0,0,0,0,0,3,1.75,1600m,-314,6997,https://www.punters.com.au/form-guide/scottsville_188202/track-and-ball-gaming-fm-84-handicap-f-and-m_1087874/,https://www.punters.com.au/horses/purple-persuasion_681237/,https://www.punters.com.au/jockeys/lyle-hewitson_12019/,https://www.punters.com.au/trainers/peter-muscutt_15348/,
